Marital_Status,Occupation,Num_Bank_Accounts,Num_Credit_Cards,Credit_Utilization_Ratio,Outstanding_Debt,Monthly_Balance,Credit_Score,Credit_Mix,Num_Loans,Loan_Types,Credit_Inquiries,Total_EMI,Min_Amount_Paid,Payment_Behaviour,Collateral_Type,Collateral_Value,Interest_Rate,Due_Date_Delay,Delayed_Payments,Credit_Limit_Change
In a Relationship,Journalist,7,6,39.091118632180304,2159.39,456.8047973398825,Poor,Good,4.0,sdv-pii-5dcgj,11.0,505.5376689496742,,Low_spent_Small_value_payments,Stocks,0,1,28,11.0,4.667752302915401
Married,Writer,10,1,23.260103883964327,1615.48,265.92221003170573,Standard,Good,-3.0,sdv-pii-wugjg,5.0,0.0,,High_spent_Small_value_payments,Vehicle,199002,45,11,4.0,3.0516705714377395
Divorced,Musician,6,1,33.574423694768875,1924.6,362.3261449744416,Standard,Good,-5.0,sdv-pii-awak3,6.0,5336.833703195068,,Low_spent_Small_value_payments,Property,55157,14,2,,11.127725617103968
Separated,Writer,7,1,41.51328788148247,321.91,353.14015766434903,Good,_,-7.0,sdv-pii-ff8ik,11.0,1197.1981438936039,,Low_spent_Small_value_payments,Bonds,87847,69,10,13.0,2.312384528097035
Separated,Manager,0,1,34.64995086710887,734.54,230.39041177262368,Poor,Bad,0.0,sdv-pii-m52sp,4.0,3416.165327603827,,Low_spent_Small_value_payments,Bonds,106991,91,12,15.0,1.2058184748076082
Single,Journalist,8,1,36.86260871135127,4325.02,637.0902937276412,Standard,Good,5.0,sdv-pii-w5asx,3.0,1491.1102466271782,,Low_spent_Small_value_payments,Property,150439,81,13,8.0,2.0817147859737988
Separated,_______,5,1,30.581889608036157,1039.72,535.4542271788416,Standard,Standard,-3.0,sdv-pii-scbsm,11.0,0.0,,Low_spent_Medium_value_payments,Vehicle,111956,3,-4,3.0,-1.0743329556566534
Divorced,Engineer,5,26,25.83336205148791,108.46,328.0850922919527,Poor,_,3.0,sdv-pii-mkb6r,4.0,6988.151360211617,,Low_spent_Medium_value_payments,Stocks,104549,5,40,10.0,0.9718282451956757
Single,Scientist,2,7,36.998794030657,4357.58,915.2773660295463,Poor,Bad,-3.0,sdv-pii-8fq17,0.0,0.0,,Low_spent_Small_value_payments,Bonds,0,84,36,1.0,3.9514825511314324
Married,Scientist,4,15,39.490444345522505,3494.97,272.65211270536963,Good,_,-0.0,sdv-pii-fqfkn,0.0,0.0,,Low_spent_Small_value_payments,Vehicle,164964,55,47,11.0,0.21260335768593386
Married,Media_Manager,5,1,34.243752046402676,346.18,387.33290979026606,Standard,Standard,-5.0,sdv-pii-0ay3g,8.0,2347.845744424639,,Low_spent_Small_value_payments,Stocks,63595,89,39,9.0,-1.087062375432036
Separated,Mechanic,5,1,29.171247746219567,4573.52,358.9272172683341,Standard,Standard,-1.0,sdv-pii-a2hjz,11.0,821.5938368723081,,High_spent_Small_value_payments,No Collateral,0,49,12,3.0,3.0262767354374924
Separated,Musician,10,1,27.730713559503215,2845.54,484.36709641172047,Poor,_,1.0,sdv-pii-2a5ft,0.0,0.0,,High_spent_Small_value_payments,Vehicle,151648,70,4,4.0,0.630838405260274
Single,Lawyer,8,1,33.211620262962064,3793.87,492.33738702523044,Poor,Bad,-6.0,sdv-pii-uqfig,5.0,2715.8717074353644,,Low_spent_Small_value_payments,Property,38874,40,27,1.0,0.07285965340487444
Widowed,Journalist,11,2,35.3109204694351,1124.17,376.8914941136362,Good,Good,2.0,sdv-pii-tbuai,15.0,934.511154017956,,High_spent_Large_value_payments,Bonds,182500,32,7,17.0,0.7337938661193855
Single,Scientist,1,1,39.717024406156355,1964.98,196.67471695311008,Poor,Standard,-4.0,sdv-pii-gdey5,3.0,0.0,,Low_spent_Medium_value_payments,Property,129339,7,-5,6.0,5.76695792479828
Divorced,Mechanic,8,1,31.782712802859596,1592.93,592.4754846498633,Standard,Standard,,sdv-pii-2yqel,2.0,50991.72358913705,,High_spent_Medium_value_payments,Property,3242,51,18,19.0,4.856359169702461
Married,Media_Manager,4,1,26.623255565500834,4373.32,262.99225577800013,Poor,Standard,-2.0,sdv-pii-any1m,0.0,370.29212215097743,,Low_spent_Small_value_payments,Stocks,107283,89,11,,7.295731822398603
Separated,Teacher,13,20,33.40214772292133,998.45,611.8167617297672,Standard,Standard,-1.0,sdv-pii-kowmx,15.0,3554.033161934608,,High_spent_Large_value_payments,Stocks,42411,76,-3,8.0,6.745314921690498
Separated,Journalist,2,1,38.8329083221681,3684.11,290.7869358168674,Good,Standard,-5.0,sdv-pii-nfdtt,9.0,0.0,,Low_spent_Small_value_payments,Stocks,199002,81,15,23.0,1.5087953806604162
Engaged,Scientist,9,10,37.8545374786757,1996.26,411.2853440720762,Standard,Good,1.0,sdv-pii-6ilfe,4.0,0.0,,Low_spent_Medium_value_payments,Property,0,81,26,15.0,7.218370706185421
Engaged,Entrepreneur,2,1,29.108946432718188,1121.96,510.721226758243,Standard,Bad,-1.0,sdv-pii-ni8h4,9.0,2617.948055944558,,Low_spent_Medium_value_payments,No Collateral,0,92,21,5.0,4.841506190059906
Widowed,Engineer,0,1,35.12106970867079,4807.56,869.662495750719,Standard,Good,4.0,sdv-pii-422i7,15.0,0.0,,High_spent_Medium_value_payments,Property,30027,48,22,14.0,-0.8506676777524804
Divorced,Journalist,2,34,33.431151395231794,2977.5,461.5185949910806,Standard,_,0.0,sdv-pii-xbcc2,13.0,0.0,,Low_spent_Medium_value_payments,Bonds,42277,84,-5,14.0,-2.340904585244158
Single,Entrepreneur,0,1,39.93088983493536,3772.28,341.6785089223858,Good,Bad,-3.0,sdv-pii-amyku,5.0,2137.0341422049346,,High_spent_Large_value_payments,Bonds,184510,64,13,5.0,2.3251398166323174
Married,Lawyer,10,1,37.660319646971445,4984.82,297.1170496693503,Standard,Good,-8.0,sdv-pii-ynkb1,8.0,4157.069171278382,,High_spent_Large_value_payments,Stocks,161061,69,2,3.0,5.456517218412801
Divorced,Lawyer,14,15,26.0898553989249,1105.14,919.1357127296529,Good,Standard,1.0,sdv-pii-0qm9g,4.0,2709.8800972330732,,High_spent_Medium_value_payments,Vehicle,82392,1,14,15.0,17.00411410574937
Engaged,Scientist,4,10,34.044302501516356,1547.57,583.165045559461,Standard,_,-3.0,sdv-pii-xo9on,5.0,0.0,,High_spent_Medium_value_payments,Property,103298,85,62,23.0,2.846669935452147
Divorced,Architect,8,1,40.715759562400436,1123.96,1024.509780229414,Good,Good,-0.0,sdv-pii-55wrc,14.0,899.6800432557054,,High_spent_Small_value_payments,Property,62898,105,7,18.0,8.926308825164805
Married,Media_Manager,2,1,28.29905282077507,3914.29,328.3440080229519,Good,Good,-6.0,sdv-pii-nl5bg,7.0,4405.578985227074,,High_spent_Small_value_payments,Bonds,0,88,-5,6.0,1.4467533834627666
Widowed,Musician,6,1,30.725675040896036,1070.56,612.7464991573527,Poor,Standard,4.0,sdv-pii-y6ybv,15.0,3068.4943389716564,,High_spent_Small_value_payments,No Collateral,180624,88,0,21.0,2.912880694765298
Single,Architect,0,1,27.143994776342957,4318.37,439.4535301997332,Standard,Good,7.0,sdv-pii-44az9,0.0,1338.9352835164327,,Low_spent_Small_value_payments,Vehicle,199002,12,38,21.0,0.6851101865907534
Married,Lawyer,6,1,35.40514154377223,839.21,1120.751173160778,Good,Bad,2.0,sdv-pii-095ht,10.0,0.0,,High_spent_Small_value_payments,Vehicle,199002,115,3,15.0,1.3695153241529487
Single,Mechanic,0,46,35.88120419028461,1258.04,320.2170314968447,Standard,Good,-5.0,sdv-pii-3ne85,4.0,0.0,,High_spent_Small_value_payments,Stocks,178677,49,1,1.0,5.941522896378171
Single,Musician,2,1,31.63984705706265,829.71,314.5510644298375,Poor,Bad,-1.0,sdv-pii-qufzq,2.0,0.0,,Low_spent_Large_value_payments,Vehicle,165318,71,9,12.0,-0.6938300295898427
Divorced,Journalist,12,1,29.177852998441107,4582.32,554.1634938549917,Standard,Good,6.0,sdv-pii-qptfz,11.0,3446.645773583046,,Low_spent_Medium_value_payments,Property,5608,94,16,3.0,1.0449433101959702
Married,Scientist,7,1,37.78145052694201,4076.98,681.4007428757402,Good,Standard,-100.0,sdv-pii-or0tn,2.0,4415.617993829447,,High_spent_Large_value_payments,Bonds,62613,27,9,20.0,1.3548570235111796
Engaged,_______,5,1,24.180053595514345,487.31,373.2737497943932,Standard,Standard,-100.0,sdv-pii-ok79j,11.0,0.0,,Low_spent_Large_value_payments,Bonds,0,73,22,19.0,3.564333012024174
Single,Scientist,4,5,41.51328788148247,1666.21,341.2991770569166,Poor,Standard,1.0,sdv-pii-5rw2b,9.0,3113.6850345425933,,Low_spent_Medium_value_payments,Property,7174,77,2,,5.9661588895455715
Married,Musician,6,1,41.24716540724286,1330.88,632.0189849637334,Good,_,7.0,sdv-pii-bsmbs,12.0,0.0,,High_spent_Small_value_payments,Bonds,148087,80,-4,,0.8612558791617921
Separated,Journalist,14,1,36.8010323545907,4984.82,517.9709677247938,Poor,Standard,7.0,sdv-pii-6h3jy,8.0,0.0,,Low_spent_Medium_value_payments,Bonds,165790,41,0,15.0,0.19307642377068834
Separated,Manager,8,1,31.163400285752218,4148.88,274.7280175196158,Standard,_,-0.0,sdv-pii-x33bx,8.0,1672.0363096327976,,Low_spent_Small_value_payments,Stocks,88913,94,6,9.0,1.7163656467960697
Separated,Developer,7,1,40.01850676251306,1231.53,355.2618018918344,Good,Standard,5.0,sdv-pii-0404w,15.0,1353.9243848894916,,Low_spent_Medium_value_payments,Vehicle,184496,28,2,21.0,-3.44
Separated,Musician,0,1,37.965140307902104,3093.11,451.67822692290133,Good,Bad,-1.0,,7.0,2302.347089011184,,High_spent_Large_value_payments,Vehicle,111079,6,-5,,6.954251883746771
Separated,Accountant,0,16,40.27507376558224,1764.07,432.0299643880872,Standard,Good,7.0,sdv-pii-667di,7.0,3886.633236595735,,!@9#%8,Stocks,173606,36,1,1.0,1.3793374932964984
Married,Entrepreneur,9,1,30.311057241718387,3075.47,451.76528381214825,Good,Bad,-6.0,sdv-pii-00d2u,2.0,3955.10814202717,,Low_spent_Small_value_payments,Vehicle,193495,85,2,13.0,9.380366004761365
Married,Scientist,8,1,38.57540143450377,1411.42,424.40982336678223,Good,Standard,-4.0,sdv-pii-so2o7,7.0,124.50103233424346,,High_spent_Small_value_payments,Property,86950,97,-5,8.0,2.8515163481241723
Single,Teacher,3,1,26.287357601796707,895.43,424.3288717658721,Standard,Bad,3.0,sdv-pii-bc2ck,4.0,923.5480936509786,,High_spent_Medium_value_payments,Property,57974,77,6,14.0,10.342128358003148
Single,Architect,12,1,39.80264671575986,2483.92,911.0261288570218,Standard,Bad,5.0,sdv-pii-1jqon,10.0,2960.7407746552203,,Low_spent_Medium_value_payments,Vehicle,150047,78,-5,13.0,3.326672735014129
Separated,_______,3,1,30.259921195547076,1822.01,1038.991555982939,Good,Standard,3.0,sdv-pii-ptdmb,3.0,566.2552114883699,,Low_spent_Small_value_payments,Stocks,147859,34,0,14.0,2.777730685271088
Single,Entrepreneur,5,1,41.51328788148247,1803.85,597.4392599401849,Poor,_,-40.0,sdv-pii-pxsla,6.0,52098.639369881115,,High_spent_Large_value_payments,No Collateral,168484,1,18,21.0,3.3350384717494563
Single,Writer,2,1,41.51328788148247,2006.39,324.58514310576,Good,Good,-5.0,sdv-pii-bw9fh,14.0,646.1597243916048,,Low_spent_Large_value_payments,Property,64786,20,-4,15.0,1.325235303521131
Married,Journalist,7,1,27.97944900323962,1199.14,298.70653589210565,Good,Bad,0.0,sdv-pii-pi99h,12.0,0.0,,High_spent_Small_value_payments,Property,183,113,-2,15.0,4.51070975449008
Married,Entrepreneur,5,1,31.436254452546876,4081.18,538.8257784454266,Poor,Good,5.0,,13.0,3642.6453341154347,,Low_spent_Small_value_payments,Property,178223,79,-1,9.0,1.3264484429853383
In a Relationship,Media_Manager,7,1,33.35248532932806,4089.66,572.9168794048842,Standard,Bad,1.0,sdv-pii-qpiur,1.0,79443.30914273186,,!@9#%8,Stocks,64540,76,20,5.0,2.40124836146411
Widowed,Mechanic,10,1,39.25556946711121,2083.99,326.8675081065375,Poor,_,-1.0,,8.0,219.91518195641783,,Low_spent_Small_value_payments,Vehicle,121453,105,23,,
Single,Media_Manager,11,16,28.97696061880632,4984.82,563.8092464356943,Good,Good,2.0,sdv-pii-06olf,7.0,673.8148799475827,,High_spent_Small_value_payments,Vehicle,199002,71,0,8.0,4.879830094550146
Married,Architect,7,39,22.53759303178384,68.43,434.1681971613519,Standard,Bad,4.0,sdv-pii-ql8yh,6.0,2923.008804464748,,Low_spent_Medium_value_payments,Vehicle,95412,77,-5,17.0,8.583983752881295
Divorced,_______,3,10,37.427662255176074,1235.09,428.5275891035199,Poor,Bad,2.0,sdv-pii-fmzni,8.0,81050.0,,Low_spent_Medium_value_payments,No Collateral,183269,83,2,9.0,1.7842326700443536
Separated,_______,1,1,41.51328788148247,1192.44,369.6214306382456,Standard,Good,-2.0,,0.0,982.183182626502,,Low_spent_Small_value_payments,Property,1755,94,1,10.0,12.406620729194533
Widowed,Musician,2,4,35.37006139296223,1529.56,501.3470756917246,Poor,Good,2.0,sdv-pii-iuv24,0.0,362.07541381500147,,High_spent_Small_value_payments,Property,137377,67,16,10.0,2.2503519051584933
Engaged,Accountant,7,47,40.86565864441311,4910.32,257.9368383510182,Good,Bad,9.0,sdv-pii-4wpi5,0.0,0.0,,Low_spent_Small_value_payments,Stocks,108908,110,14,15.0,9.946619107527809
Engaged,Musician,7,8,37.409045288198186,3422.91,366.89045099763996,Standard,Standard,7.0,sdv-pii-vcx0w,0.0,4898.23240394781,,High_spent_Medium_value_payments,Property,115488,47,-5,11.0,1.6632133048201059
Separated,Entrepreneur,10,1,34.677706740585336,1250.04,535.7528335651909,Standard,Standard,-3.0,sdv-pii-j7cs2,11.0,1095.3809016869263,,Low_spent_Medium_value_payments,Bonds,199002,25,15,13.0,-1.525756081941478
Married,Entrepreneur,0,7,28.60848642455085,1966.56,178.79554336897456,Standard,_,-2.0,sdv-pii-4lvcl,6.0,342.9678985538471,,Low_spent_Medium_value_payments,No Collateral,74557,29,37,8.0,3.1589406907751645
Single,Entrepreneur,1,1,40.03227256268508,4120.29,327.0250317689619,Good,Standard,5.0,sdv-pii-trcm7,7.0,3648.6402168216455,,High_spent_Small_value_payments,No Collateral,0,99,8,16.0,8.926814343847848
Single,Entrepreneur,12,16,36.294038111250096,2204.48,408.79601325131966,Poor,Good,-6.0,sdv-pii-guydd,12.0,3890.6780514400907,,Low_spent_Small_value_payments,Property,59861,67,-5,10.0,0.6977905220524798
Separated,Musician,8,1,34.145644024711274,3552.52,529.950699175189,Poor,Standard,-2.0,,6.0,57730.74089857402,,!@9#%8,Vehicle,11735,92,9,9.0,0.6780002574274828
Single,Musician,14,1,34.728505894966865,4984.82,620.9946432017955,Standard,Bad,4.0,sdv-pii-1mxz5,5.0,2056.3012982767373,,Low_spent_Medium_value_payments,Property,199002,79,-5,13.0,6.012983263302896
In a Relationship,Media_Manager,3,3,32.31850490713131,3165.71,374.8451643322658,Standard,Good,-3.0,sdv-pii-03l3i,9.0,1660.9785188892065,,Low_spent_Small_value_payments,Property,116644,72,14,9.0,-3.44
Single,Lawyer,8,1,37.25880294242604,1108.55,364.64807029648176,Standard,Bad,7.0,sdv-pii-gt5g2,6.0,3644.2302594347057,,Low_spent_Medium_value_payments,Property,126036,87,11,10.0,1.6348962989511646
Separated,Teacher,32,1,41.51328788148247,1260.64,542.9264971116436,Standard,_,6.0,sdv-pii-gex76,13.0,0.0,,Low_spent_Small_value_payments,Bonds,134794,1,7,19.0,-3.44
Separated,Musician,4,1,41.51328788148247,1301.97,662.9819525766698,Good,Standard,-5.0,sdv-pii-9bmx5,6.0,3144.8337602695597,,Low_spent_Small_value_payments,Vehicle,159870,29,-5,4.0,2.6825817382006285
Single,Entrepreneur,6,14,40.809372089108955,4343.2,583.2911461444914,Standard,Standard,4.0,sdv-pii-cc0ss,3.0,629.8232125890024,,High_spent_Large_value_payments,Bonds,199002,23,-5,16.0,8.234766524899651
Single,Architect,3,1,41.51328788148247,2124.93,230.46252422842701,Standard,Good,5.0,sdv-pii-s91dl,5.0,177.6425728825462,,High_spent_Medium_value_payments,Stocks,44272,96,-5,14.0,4.951584396449547
Widowed,Writer,6,1,24.107520062187533,1250.3,465.92450270020754,Standard,_,-3.0,sdv-pii-7dlm2,5.0,0.0,,Low_spent_Small_value_payments,Vehicle,133669,98,5,13.0,0.9720192760380142
Separated,_______,5,8,41.4277127086985,3287.85,91.49102563704943,Poor,Standard,9.0,sdv-pii-skcpq,2.0,0.0,,Low_spent_Medium_value_payments,Property,199002,42,46,8.0,-0.022018998289706992
In a Relationship,Scientist,0,1,41.51328788148247,1019.39,537.3976434674828,Good,Standard,-3.0,sdv-pii-o6tm4,10.0,0.0,,Low_spent_Medium_value_payments,Bonds,159583,31,-5,14.0,-0.6447258168874521
Engaged,Journalist,5,20,37.097497656077095,2009.25,777.4197864085435,Standard,Standard,5.0,sdv-pii-hl04t,3.0,0.0,,!@9#%8,Stocks,199002,79,16,15.0,3.974978681437481
Single,_______,2,1,35.15042552317379,2419.43,361.3333760978235,Good,Standard,-6.0,sdv-pii-suc7u,4.0,4649.01469573024,,High_spent_Small_value_payments,Vehicle,0,59,4,2.0,1.9696944326870538
Married,Architect,2,1,27.599111190509376,1906.32,512.9096962559087,Good,Standard,1.0,sdv-pii-ti9gm,4.0,2.4664277682658735,,!@9#%8,Bonds,152015,61,10,26.0,6.979838826772218
Separated,Accountant,7,1,32.18717742024676,505.07,363.9846980566521,Standard,_,-4.0,sdv-pii-9t0ui,15.0,5128.251537329705,,!@9#%8,Property,77256,93,-2,5.0,7.778755413204912
Married,Engineer,11,1,38.85798498405488,2057.04,242.39233456426786,Standard,Standard,-5.0,sdv-pii-xmjy7,0.0,2009.5239550160454,,!@9#%8,Stocks,188126,27,8,6.0,-0.4038047495269419
Engaged,Entrepreneur,2,3,39.06835912626299,2806.19,1120.751173160778,Standard,Standard,3.0,,4.0,997.9411501835673,,High_spent_Large_value_payments,Bonds,101035,82,7,11.0,8.791699636138091
Engaged,Architect,9,3,40.19203759000814,2496.0,544.2374256283069,Standard,Standard,5.0,sdv-pii-m1n58,14.0,0.0,,High_spent_Medium_value_payments,Stocks,199002,111,-5,23.0,1.3130803028758349
Single,Entrepreneur,1,1,31.849262289515647,1933.35,198.6883691822677,Standard,Bad,0.0,,6.0,1356.6375489942318,,!@9#%8,Property,197516,30,1,16.0,
Single,Scientist,9,1,37.24749434637788,3602.84,257.6447141226562,Standard,Standard,8.0,,11.0,3911.7905243574583,,Low_spent_Medium_value_payments,Property,0,83,24,6.0,5.312359076584968
Engaged,_______,8,1,38.81875280945436,1781.59,477.53384665817026,Standard,_,1.0,sdv-pii-ecm36,15.0,858.3375969976511,,Low_spent_Small_value_payments,Property,159173,108,33,13.0,2.969614533384334
Separated,Doctor,8,1,32.910466708242005,1290.46,592.2136356167518,Good,Bad,-7.0,sdv-pii-y4xp8,11.0,0.0,,Low_spent_Small_value_payments,No Collateral,95776,31,26,10.0,2.259613584504211
Widowed,Scientist,14,1,34.46841229995897,202.89,389.20257268831995,Standard,Good,-7.0,sdv-pii-zu8zi,0.0,1316.909523649985,,Low_spent_Small_value_payments,Bonds,40211,93,15,19.0,-3.44
Single,Architect,12,1,28.829562923061104,790.77,427.2274390588586,Poor,Standard,0.0,sdv-pii-1fg97,7.0,0.0,,Low_spent_Medium_value_payments,Bonds,81477,88,61,16.0,9.933903739195863
Widowed,Engineer,9,1,40.02898233859691,971.55,201.11252039698417,Good,Standard,5.0,sdv-pii-l9xue,14.0,378.067806759739,,Low_spent_Medium_value_payments,Stocks,34817,109,22,15.0,5.748999367364661
Married,Entrepreneur,3,8,28.100318093290742,4156.17,489.44788972849733,Standard,Standard,-4.0,sdv-pii-xgk0c,9.0,1370.9979851406727,,High_spent_Medium_value_payments,Property,136678,9,-3,5.0,4.537196379770715
Single,Accountant,1,1,33.79766719588657,4984.82,359.76630498267195,Poor,Good,-2.0,sdv-pii-a063h,3.0,604.844104053837,,Low_spent_Small_value_payments,Property,157043,83,-5,14.0,1.2282592828827958
Single,_______,6,2,41.42609852100644,2384.92,396.7382069716791,Standard,Bad,9.0,sdv-pii-7zoi7,1.0,3562.8706448874227,,Low_spent_Small_value_payments,Bonds,0,45,-5,15.0,1.8702900746130524
Married,Entrepreneur,0,1,27.42777655758958,4984.82,522.7729403118684,Standard,Bad,4.0,sdv-pii-xq2wf,7.0,2161.3040646933605,,Low_spent_Small_value_payments,No Collateral,199002,59,9,14.0,-2.021138190914747
Widowed,Architect,3,1,29.01320254802316,1375.13,608.5711603003526,Good,Standard,1.0,sdv-pii-k7z5c,13.0,0.0,,High_spent_Large_value_payments,Vehicle,156046,53,5,20.0,0.8959306302522982
Married,Scientist,0,3,34.65308307924244,1790.9,403.91475357095754,Poor,Standard,-1.0,,9.0,5194.3082346017645,,Low_spent_Small_value_payments,Property,75631,101,3,1.0,-0.6867247435373232
Separated,_______,2,1,36.530482915506816,1035.21,341.66671604290804,Standard,Standard,2.0,sdv-pii-k0e0m,7.0,854.9268297876754,,!@9#%8,Vehicle,96466,75,-5,23.0,10.729087197918837
Single,Writer,1,1,41.51328788148247,3425.47,551.5072663095467,Standard,Good,-0.0,sdv-pii-7z68j,6.0,3646.654323653726,,High_spent_Large_value_payments,Property,90641,3,10,23.0,4.261804983541518
Engaged,Mechanic,0,1,41.51328788148247,3506.47,498.3537718114959,Standard,Good,2.0,,7.0,1794.8490758009868,,High_spent_Large_value_payments,Property,65464,112,40,14.0,8.633964272429964
Single,Teacher,1,1,32.130394814964966,4984.82,492.6431916219027,Standard,Standard,-1.0,sdv-pii-0o10v,8.0,2507.11437649179,,Low_spent_Small_value_payments,Property,154471,22,18,5.0,-0.5682464864970926
Married,Mechanic,9,1,36.15557942170283,3429.52,583.72092829383,Poor,Bad,-2.0,sdv-pii-4uykl,11.0,1398.7435651470544,,Low_spent_Small_value_payments,Vehicle,40944,67,-5,,5.834016217648923
In a Relationship,Lawyer,7,1,23.78151311321317,1485.25,579.9513021778284,Poor,Bad,0.0,sdv-pii-lsw8j,9.0,1592.3848560129077,,High_spent_Medium_value_payments,Vehicle,28199,49,-1,23.0,1.823191685755213
Divorced,Architect,7,1,34.7073812887304,1651.26,432.8062781809868,Poor,Standard,9.0,sdv-pii-52eic,7.0,0.0,,Low_spent_Medium_value_payments,Bonds,141819,80,-5,2.0,1.3099322737864716
Married,Entrepreneur,0,1,26.871920322187574,1644.11,357.5310157121025,Good,_,3.0,,9.0,0.0,,Low_spent_Medium_value_payments,Stocks,58516,43,19,22.0,8.03273207494905
Engaged,Accountant,6,1,30.134753610920257,4741.63,414.44638223309755,Poor,Standard,-1.0,sdv-pii-1yxao,0.0,3421.0868290244803,,Low_spent_Medium_value_payments,Vehicle,157826,77,-5,12.0,6.084775041739077
Engaged,Media_Manager,2,1,38.685075840205684,1383.98,1090.4731497559537,Good,Good,-1.0,sdv-pii-bjbmo,5.0,0.0,,Low_spent_Small_value_payments,Bonds,143863,99,-5,8.0,13.865184985079525
Divorced,Lawyer,6,1,22.53759303178384,1848.95,466.966195538611,Poor,Standard,4.0,sdv-pii-478nu,13.0,5028.714369169595,,Low_spent_Small_value_payments,Stocks,138211,79,0,23.0,5.6287953655534135
Married,Journalist,10,28,28.721549909265264,3626.74,565.4949843820216,Standard,_,-3.0,,4.0,1331.108573682086,,Low_spent_Small_value_payments,Vehicle,193347,50,16,9.0,1.8579267972854847
